tof,no_tof,tariff
114.92100000000012,460.4189999999997,0.1176
137.40000000000003,554.3119999999993,0.1176
168.12099999999992,668.9779999999987,0.1176
189.4060000000001,729.6380000000013,0.1176
195.0579999999998,724.8070000000001,0.1176
180.40400000000014,685.2390000000013,0.1176
173.615,682.314,0.1176
165.671,677.3739999999982,0.1176
160.4589999999999,637.931,0.1176
152.69299999999984,626.9160000000007,0.1176
145.81000000000006,641.2349999999994,0.1176
154.92400000000026,651.2300000000008,0.1176
158.84100000000018,659.8719999999988,0.1176
162.47299999999998,652.8079999999999,0.1176
162.5900000000001,670.0089999999982,0.1176
161.87599999999978,682.8769999999986,0.1176
178.26199999999994,660.8419999999992,0.1176
178.324,657.751000000001,0.1176
171.4480000000001,660.9179999999973,0.1176
194.623,721.9010000000017,0.1176
231.54199999999975,828.9180000000001,0.1176
259.90000000000003,935.9120000000022,0.1176
277.756,1018.1719999999987,0.1176
290.0600000000003,1074.5130000000004,0.1176
296.0429999999998,1136.1849999999997,0.1176
309.5819999999998,1162.7589999999984,0.1176
292.1330000000002,1148.3629999999987,0.1176
283.954,1110.2619999999993,0.1176
273.6609999999998,1078.6299999999983,0.1176
265.485,1038.6699999999992,0.1176
249.19899999999996,987.3689999999983,0.1176
232.53199999999993,920.3049999999992,0.1176
220.23099999999997,847.8320000000014,0.1176
204.3459999999999,781.6849999999991,0.1176
181.84400000000028,671.2859999999985,0.1176
152.40999999999985,574.3809999999992,0.1176
126.64599999999993,506.78299999999916,0.1176
111.08899999999997,443.5739999999992,0.1176
96.80500000000004,401.89199999999994,0.1176
86.01099999999994,371.30800000000073,0.1176
85.84599999999999,355.4479999999996,0.1176
81.99499999999986,333.2060000000001,0.1176
78.86400000000002,335.4100000000002,0.1176
79.34200000000013,323.8860000000001,0.1176
79.65500000000017,332.61299999999915,0.1176
86.305,336.75200000000063,0.1176
89.61,355.63900000000046,0.1176
97.63299999999997,399.8669999999991,0.1176
116.59400000000002,462.6250000000002,0.1176
138.07900000000015,566.0710000000012,0.1176
163.61899999999991,695.560000000002,0.1176
196.43699999999998,748.6009999999978,0.1176
196.58799999999994,758.8789999999992,0.1176
193.1429999999999,728.9040000000009,0.1176
178.68200000000007,713.5470000000005,0.1176
191.86100000000008,711.299000000001,0.1176
174.2249999999999,688.5969999999991,0.1176
165.1959999999999,678.6419999999993,0.1176
141.62599999999983,670.0669999999993,0.672
138.84000000000015,670.588999999999,0.672
140.25500000000008,665.0950000000008,0.672
144.27300000000008,666.5419999999998,0.672
138.67700000000002,669.3830000000013,0.672
135.28300000000024,651.6339999999985,0.672
155.92000000000004,648.6910000000004,0.1176
158.7520000000001,642.4750000000008,0.1176
173.08499999999995,664.113,0.1176
191.47099999999998,721.2840000000018,0.1176
217.01100000000005,821.0989999999991,0.1176
240.57000000000005,944.0510000000014,0.1176
262.62199999999996,1022.1730000000014,0.1176
282.8519999999997,1053.3210000000004,0.1176
289.57000000000005,1113.4480000000008,0.1176
286.3940000000006,1124.8800000000008,0.1176
289.47400000000016,1138.1179999999993,0.1176
268.21999999999997,1079.8909999999996,0.1176
256.3120000000001,1038.1430000000005,0.1176
250.65500000000006,1013.8670000000004,0.1176
244.41500000000008,969.8639999999994,0.1176
227.719,915.0650000000006,0.1176
229.31299999999993,877.4779999999985,0.1176
205.55600000000013,785.6020000000021,0.1176
180.38700000000014,704.5419999999999,0.1176
156.18300000000008,619.7649999999999,0.1176
142.984,553.1759999999989,0.1176
120.21400000000015,483.542999999999,0.1176
109.64600000000016,425.2479999999994,0.1176
98.12600000000003,396.54299999999904,0.1176
95.90500000000002,375.90099999999956,0.1176
92.15699999999998,350.89799999999985,0.1176
82.9840000000001,338.1109999999996,0.1176
79.87400000000004,329.7280000000005,0.1176
78.35800000000003,335.0440000000002,0.1176
81.48599999999998,338.37499999999943,0.1176
82.32000000000001,367.00399999999894,0.1176
87.00500000000008,371.6049999999995,0.1176
96.87100000000004,407.20699999999954,0.1176
117.43200000000004,456.10999999999996,0.1176
130.14500000000004,518.9089999999989,0.1176
153.22200000000018,607.8349999999999,0.1176
177.3430000000001,686.9749999999993,0.1176
192.41199999999992,749.7589999999993,0.1176
195.28799999999998,784.4600000000013,0.1176
199.18999999999969,810.2210000000002,0.1176
206.65700000000012,811.4419999999988,0.1176
196.47700000000017,834.4629999999999,0.1176
200.71199999999982,843.6849999999984,0.1176
205.69100000000034,832.0459999999996,0.1176
207.37200000000016,861.6290000000004,0.1176
219.935,880.8950000000006,0.1176
212.3339999999997,872.8090000000001,0.1176
206.97399999999993,850.506,0.1176
200.801,840.055999999998,0.1176
204.102,843.4260000000005,0.1176
218.69199999999995,849.3260000000007,0.1176
232.17799999999994,877.7860000000022,0.1176
245.331,954.6989999999988,0.1176
260.0020000000001,1041.1620000000007,0.1176
288.6920000000005,1089.3660000000023,0.1176
293.7949999999998,1138.5049999999999,0.1176
310.5780000000004,1158.5219999999993,0.1176
302.02999999999975,1169.392000000002,0.1176
289.32300000000015,1144.8219999999988,0.1176
279.246,1101.9570000000022,0.1176
264.56200000000007,1043.7749999999994,0.1176
257.49399999999997,991.0480000000014,0.1176
248.89300000000014,971.5120000000003,0.1176
246.13100000000003,909.3339999999986,0.1176
230.77999999999997,861.2119999999991,0.1176
213.67300000000012,794.6769999999997,0.1176
190.11900000000023,712.4540000000003,0.1176
168.68599999999998,634.4449999999998,0.1176
139.2880000000001,552.6549999999997,0.1176
122.75799999999991,498.085,0.1176
108.37800000000004,434.90499999999895,0.1176
98.61400000000009,399.0150000000002,0.1176
91.0770000000001,375.65399999999994,0.1176
90.529,356.03899999999993,0.1176
86.47600000000006,342.8470000000001,0.1176
82.32500000000006,334.05299999999977,0.1176
81.61400000000005,336.39999999999975,0.1176
82.48900000000009,339.6980000000005,0.1176
82.18400000000008,351.32399999999967,0.672
83.72799999999994,361.5619999999995,0.672
91.089,400.92699999999957,0.672
100.10000000000002,443.6339999999999,0.672
114.41799999999996,496.2499999999993,0.672
131.52000000000018,568.997999999999,0.672
153.86499999999987,645.4690000000008,0.672
158.00899999999984,709.4069999999992,0.672
175.70399999999998,763.8019999999985,0.672
177.62099999999995,795.915999999998,0.672
182.35499999999985,847.2109999999977,0.672
182.66199999999992,864.148999999998,0.672
215.566,858.4940000000004,0.1176
226.93499999999997,866.3260000000012,0.1176
229.1610000000001,921.6369999999989,0.1176
241.75299999999976,905.4200000000012,0.1176
237.65799999999996,916.4189999999983,0.1176
238.47500000000002,910.531999999999,0.1176
230.5979999999998,887.5589999999992,0.1176
233.8589999999999,895.4250000000004,0.1176
241.984,929.2090000000006,0.1176
254.8899999999999,980.5349999999974,0.1176
268.8849999999998,1054.727999999998,0.1176
290.254,1123.265999999999,0.1176
319.6019999999998,1175.8349999999998,0.1176
331.3460000000005,1211.5639999999976,0.1176
319.4850000000001,1211.7129999999997,0.1176
317.19399999999996,1204.0840000000003,0.1176
311.1749999999997,1193.104999999999,0.1176
307.2330000000002,1162.6279999999986,0.1176
300.91099999999983,1143.4709999999993,0.1176
290.4830000000002,1095.7809999999997,0.1176
272.5860000000003,1037.9009999999992,0.1176
251.09100000000012,959.9710000000016,0.1176
238.53600000000003,895.0269999999991,0.1176
210.11199999999985,808.7540000000006,0.1176
173.52800000000005,693.5660000000033,0.1176
139.5320000000001,593.1269999999987,0.1176
126.32500000000009,507.5850000000001,0.1176
108.50600000000009,443.1739999999997,0.1176
98.31100000000009,404.74799999999976,0.1176
89.7080000000001,377.75100000000015,0.1176
90.73299999999998,354.518,0.1176
84.32400000000003,338.98299999999915,0.1176
87.00600000000014,329.8549999999996,0.1176
82.2590000000001,323.8409999999992,0.1176
84.461,324.3939999999999,0.1176
89.488,335.9990000000005,0.1176
96.90700000000004,364.32600000000116,0.1176
101.51599999999999,406.0539999999998,0.1176
112.87500000000017,516.5559999999995,0.1176
150.06899999999987,599.0029999999997,0.1176
181.77799999999988,713.6640000000006,0.1176
203.85800000000012,808.4509999999999,0.1176
203.08399999999986,815.2019999999985,0.1176
194.0720000000003,767.9549999999987,0.1176
193.70899999999992,726.1469999999985,0.1176
189.496,729.3539999999988,0.1176
198.57400000000004,735.8879999999999,0.1176
185.49699999999999,725.8379999999987,0.1176
176.16800000000035,725.193999999999,0.1176
182.74100000000016,730.8569999999994,0.1176
200.2750000000001,763.4589999999994,0.1176
201.13499999999996,766.7479999999999,0.1176
200.24099999999976,757.6269999999995,0.1176
202.32900000000006,763.0529999999987,0.1176
194.13799999999975,777.8729999999983,0.1176
199.61599999999996,791.8359999999993,0.1176
201.7679999999999,816.7270000000003,0.1176
206.978,851.0909999999989,0.1176
236.1869999999999,910.0499999999989,0.1176
258.14,980.8169999999997,0.1176
285.7570000000003,1085.9369999999983,0.1176
295.66899999999987,1144.9739999999993,0.1176
304.80699999999996,1179.4490000000005,0.1176
320.9739999999999,1224.6380000000013,0.1176
315.74699999999996,1205.1989999999992,0.1176
313.9919999999997,1162.5969999999998,0.1176
300.76000000000016,1128.1669999999995,0.1176
289.69199999999984,1093.605000000001,0.1176
266.41899999999964,1047.4890000000016,0.1176
252.11399999999998,964.4250000000013,0.1176
239.38400000000004,891.8819999999982,0.1176
221.75900000000004,802.5579999999991,0.1176
182.388,693.8419999999996,0.1176
149.28799999999976,594.1640000000001,0.1176
123.40400000000008,512.3450000000005,0.1176
112.28900000000004,453.54599999999937,0.1176
100.65499999999993,403.2,0.1176
94.03499999999994,384.9419999999997,0.1176
92.95099999999998,370.9300000000005,0.1176
91.63700000000004,356.47599999999954,0.1176
84.95600000000002,342.425,0.1176
